dt,sale_amount,product_id,name_products,tipo_producto_app,store_id,first_category_id,second_category_id,third_category_id,discount,holiday_flag,activity_flag,mes,dia_mes,dia_semana,fin_semana,horas_con_stock,venta_lag_1,venta_lag_7,venta_promedio_7d,venta_promedio_14d,stock_lag_1
2024-04-21,28.52,R104,Producto 0028,Producto general,1,31,79,158,1.0,1,0,4,21,6,1,12,20.87,32.04,29.87142857142857,29.328571428571426,13.0
2024-04-22,20.87,R104,Producto 0028,Producto general,1,31,79,158,1.0,0,0,4,22,0,0,14,28.52,28.52,29.368571428571432,28.860714285714284,12.0
2024-04-23,20.87,R104,Producto 0028,Producto general,1,31,79,158,1.0,0,0,4,23,1,0,11,20.87,32.04,28.275714285714287,28.062857142857144,14.0
2024-04-24,32.04,R104,Producto 0028,Producto general,1,31,79,158,1.0,0,0,4,24,2,0,12,20.87,32.04,26.68,28.545714285714286,11.0
2024-04-25,24.65,R104,Producto 0028,Producto general,1,31,79,158,1.0,0,0,4,25,3,0,15,32.04,28.52,26.68,29.073571428571427,12.0
2024-04-26,32.04,R104,Producto 0028,Producto general,1,31,79,158,1.0,0,0,4,26,4,0,9,24.65,35.07,26.12714285714286,28.545714285714286,15.0
2024-04-27,28.52,R104,Producto 0028,Producto general,1,31,79,158,1.0,1,0,4,27,5,1,11,32.04,20.87,25.694285714285712,28.329285714285714,9.0
2024-04-28,28.52,R104,Producto 0028,Producto general,1,31,79,158,1.0,1,0,4,28,6,1,14,28.52,28.52,26.78714285714286,28.32928571428571,11.0
2024-04-29,28.52,R104,Producto 0028,Producto general,1,31,79,158,1.0,0,0,4,29,0,0,11,28.52,20.87,26.787142857142857,28.077857142857145,14.0
2024-04-30,32.04,R104,Producto 0028,Producto general,1,31,79,158,1.0,0,0,4,30,1,0,11,28.52,20.87,27.88,28.07785714285714,11.0
2024-05-01,20.87,R104,Producto 0028,Producto general,1,31,79,158,1.0,1,0,5,1,2,0,13,32.04,32.04,29.475714285714282,28.077857142857145,11.0
2024-05-02,24.65,R104,Producto 0028,Producto general,1,31,79,158,1.0,1,0,5,2,3,0,13,20.87,24.65,27.88,27.279999999999998,13.0
2024-05-03,28.52,R104,Producto 0028,Producto general,1,31,79,158,1.0,1,0,5,3,4,0,12,24.65,32.04,27.88,27.00357142857143,13.0
2024-05-04,20.87,R104,Producto 0028,Producto general,1,31,79,158,1.0,1,0,5,4,5,1,11,28.52,28.52,27.377142857142854,26.535714285714285,12.0
2024-05-05,14.11,R104,Producto 0028,Producto general,1,31,79,158,1.0,1,0,5,5,6,1,14,20.87,28.52,26.284285714285712,26.535714285714285,11.0
2024-05-06,20.87,R104,Producto 0028,Producto general,1,31,79,158,1.0,0,0,5,6,0,0,14,14.11,28.52,24.225714285714286,25.506428571428575,14.0
2024-05-07,24.65,R104,Producto 0028,Producto general,1,31,79,158,1.0,0,0,5,7,1,0,11,20.87,32.04,23.132857142857144,25.506428571428575,14.0
2024-05-08,20.87,R104,Producto 0028,Producto general,1,31,79,158,1.0,0,0,5,8,2,0,13,24.65,20.87,22.077142857142857,25.77642857142857,11.0
2024-05-09,20.87,R104,Producto 0028,Producto general,1,31,79,158,0.917,0,0,5,9,3,0,11,20.87,24.65,22.077142857142857,24.978571428571428,13.0
2024-05-10,24.65,R104,Producto 0028,Producto general,1,31,79,158,0.917,0,0,5,10,4,0,13,20.87,28.52,21.537142857142857,24.708571428571428,11.0
2024-05-11,28.52,R104,Producto 0028,Producto general,1,31,79,158,0.917,1,0,5,11,5,1,12,24.65,20.87,20.984285714285715,24.180714285714284,13.0
2024-05-12,28.52,R104,Producto 0028,Producto general,1,31,79,158,0.917,1,0,5,12,6,1,11,28.52,14.11,22.077142857142857,24.180714285714288,12.0
2024-05-13,24.65,R104,Producto 0028,Producto general,1,31,79,158,0.917,0,0,5,13,0,0,13,28.52,20.87,24.135714285714283,24.180714285714284,11.0
2024-05-14,28.52,R104,Producto 0028,Producto general,1,31,79,158,0.917,0,0,5,14,1,0,16,24.65,24.65,24.675714285714285,23.904285714285713,13.0
2024-05-15,24.65,R104,Producto 0028,Producto general,1,31,79,158,0.917,0,0,5,15,2,0,12,28.52,20.87,25.228571428571428,23.652857142857147,16.0
2024-05-16,20.87,R104,Producto 0028,Producto general,1,31,79,158,0.917,0,0,5,16,3,0,12,24.65,20.87,25.768571428571427,23.922857142857143,12.0
2024-05-17,28.52,R104,Producto 0028,Producto general,1,31,79,158,0.917,0,0,5,17,4,0,9,20.87,24.65,25.768571428571427,23.65285714285714,12.0
2024-05-18,32.04,R104,Producto 0028,Producto general,1,31,79,158,0.917,1,0,5,18,5,1,11,28.52,28.52,26.321428571428573,23.65285714285714,9.0
2024-05-19,28.52,R104,Producto 0028,Producto general,1,31,79,158,0.917,1,0,5,19,6,1,14,32.04,28.52,26.824285714285715,24.450714285714287,11.0
2024-05-20,24.65,R104,Producto 0028,Producto general,1,31,79,158,0.917,0,0,5,20,0,0,11,28.52,24.65,26.824285714285715,25.479999999999997,14.0
2024-05-21,32.04,R104,Producto 0028,Producto general,1,31,79,158,0.917,0,0,5,21,1,0,11,24.65,28.52,26.82428571428571,25.75,11.0
2024-05-22,24.65,R104,Producto 0028,Producto general,1,31,79,158,0.917,0,0,5,22,2,0,14,32.04,24.65,27.32714285714286,26.27785714285714,11.0
2024-05-23,28.52,R104,Producto 0028,Producto general,1,31,79,158,0.917,0,0,5,23,3,0,12,24.65,20.87,27.327142857142857,26.547857142857143,14.0
2024-05-24,28.52,R104,Producto 0028,Producto general,1,31,79,158,0.858,0,1,5,24,4,0,10,28.52,28.52,28.419999999999998,27.094285714285714,12.0
2024-05-25,35.07,R104,Producto 0028,Producto general,1,31,79,158,0.858,1,1,5,25,5,1,9,28.52,32.04,28.419999999999998,27.370714285714286,10.0
2024-05-26,32.04,R104,Producto 0028,Producto general,1,31,79,158,0.858,1,1,5,26,6,1,10,35.07,28.52,28.852857142857143,27.838571428571424,9.0
2024-05-27,35.07,R104,Producto 0028,Producto general,1,31,79,158,0.858,0,1,5,27,0,0,9,32.04,24.65,29.35571428571428,28.09,10.0
2024-05-28,32.04,R104,Producto 0028,Producto general,1,31,79,158,0.858,0,1,5,28,1,0,9,35.07,32.04,30.844285714285714,28.834285714285716,9.0
2024-05-29,28.52,R104,Producto 0028,Producto general,1,31,79,158,0.843,0,1,5,29,2,0,11,32.04,24.65,30.844285714285718,29.085714285714285,9.0
2024-05-30,28.52,R104,Producto 0028,Producto general,1,31,79,158,0.858,0,1,5,30,3,0,12,28.52,28.52,31.397142857142857,29.362142857142857,11.0
2024-05-31,35.07,R104,Producto 0028,Producto general,1,31,79,158,0.858,0,1,5,31,4,0,11,28.52,28.52,31.397142857142857,29.908571428571427,12.0
2024-06-01,32.04,R104,Producto 0028,Producto general,1,31,79,158,0.858,1,1,6,1,5,1,14,35.07,35.07,32.332857142857144,30.37642857142857,11.0
2024-06-02,39.55,R104,Producto 0028,Producto general,1,31,79,158,0.858,1,1,6,2,6,1,8,32.04,32.04,31.9,30.37642857142857,14.0
2024-06-03,32.04,R104,Producto 0028,Producto general,1,31,79,158,0.846,0,1,6,3,0,0,13,39.55,35.07,32.972857142857144,31.164285714285715,8.0
2024-06-04,32.04,R104,Producto 0028,Producto general,1,31,79,158,0.846,0,1,6,4,1,0,13,32.04,32.04,32.54,31.69214285714285,13.0
2024-06-05,28.52,R104,Producto 0028,Producto general,1,31,79,158,0.858,0,1,6,5,2,0,12,32.04,28.52,32.54,31.69214285714286,13.0
2024-06-06,32.04,R104,Producto 0028,Producto general,1,31,79,158,1.0,0,0,6,6,3,0,9,28.52,28.52,32.54,31.968571428571426,12.0
2024-06-07,20.87,R104,Producto 0028,Producto general,1,31,79,158,0.917,0,0,6,7,4,0,12,32.04,35.07,33.04285714285714,32.22,9.0
2024-06-08,35.07,R104,Producto 0028,Producto general,1,31,79,158,0.917,1,0,6,8,5,1,10,20.87,32.04,31.014285714285712,31.673571428571428,12.0
2024-06-09,35.07,R104,Producto 0028,Producto general,1,31,79,158,0.917,1,0,6,9,6,1,13,35.07,39.55,31.447142857142858,31.673571428571428,10.0
2024-06-10,35.07,R104,Producto 0028,Producto general,1,31,79,158,0.917,1,0,6,10,0,0,11,35.07,32.04,30.807142857142853,31.889999999999997,13.0
2024-06-11,28.52,R104,Producto 0028,Producto general,1,31,79,158,0.917,0,0,6,11,1,0,12,35.07,32.04,31.240000000000002,31.889999999999997,11.0
2024-06-12,28.52,R104,Producto 0028,Producto general,1,31,79,158,0.917,0,0,6,12,2,0,11,28.52,28.52,30.737142857142857,31.638571428571428,12.0
2024-06-13,24.65,R104,Producto 0028,Producto general,1,31,79,158,1.0,0,0,6,13,3,0,12,28.52,32.04,30.737142857142857,31.638571428571428,11.0
2024-06-14,20.87,R104,Producto 0028,Producto general,1,31,79,158,0.917,0,0,6,14,4,0,16,24.65,20.87,29.68142857142857,31.362142857142857,12.0
2024-06-15,35.07,R104,Producto 0028,Producto general,1,31,79,158,0.917,1,0,6,15,5,1,10,20.87,35.07,29.68142857142857,30.347857142857144,16.0
2024-06-16,32.04,R104,Producto 0028,Producto general,1,31,79,158,0.917,1,0,6,16,6,1,12,35.07,35.07,29.68142857142857,30.564285714285713,10.0
2024-06-17,24.65,R104,Producto 0028,Producto general,1,31,79,158,0.917,0,0,6,17,0,0,11,32.04,35.07,29.24857142857143,30.02785714285714,12.0
2024-06-18,24.65,R104,Producto 0028,Producto general,1,31,79,158,0.897,0,0,6,18,1,0,14,24.65,28.52,27.759999999999998,29.5,11.0
2024-06-19,28.52,R104,Producto 0028,Producto general,1,31,79,158,0.917,0,0,6,19,2,0,13,24.65,28.52,27.207142857142856,28.97214285714286,14.0
2024-06-20,24.65,R104,Producto 0028,Producto general,1,31,79,158,0.917,0,0,6,20,3,0,12,28.52,24.65,27.207142857142856,28.97214285714286,13.0
2024-06-21,24.65,R104,Producto 0028,Producto general,1,31,79,158,1.0,0,0,6,21,4,0,11,24.65,20.87,27.20714285714286,28.444285714285712,12.0
2024-06-22,35.07,R104,Producto 0028,Producto general,1,31,79,158,1.0,1,0,6,22,5,1,11,24.65,35.07,27.747142857142855,28.714285714285715,11.0
2024-06-23,35.07,R104,Producto 0028,Producto general,1,31,79,158,1.0,1,0,6,23,6,1,10,35.07,32.04,27.74714285714285,28.714285714285715,11.0
2024-06-24,24.65,R104,Producto 0028,Producto general,1,31,79,158,0.98,0,0,6,24,0,0,11,35.07,24.65,28.18,28.714285714285715,10.0
2024-06-25,28.52,R104,Producto 0028,Producto general,1,31,79,158,1.0,0,0,6,25,1,0,12,24.65,24.65,28.18,27.97,11.0
2024-03-28,28.52,R105,Producto 0084,Producto general,1,31,79,227,1.0,0,0,3,28,3,0,15,,,,,
2024-03-29,28.52,R105,Producto 0084,Producto general,1,31,79,227,1.0,0,0,3,29,4,0,12,28.52,,28.52,28.52,15.0
2024-03-30,35.07,R105,Producto 0084,Producto general,1,31,79,227,1.0,1,0,3,30,5,1,9,28.52,,28.52,28.52,12.0
2024-03-31,24.65,R105,Producto 0084,Producto general,1,31,79,227,1.0,1,0,3,31,6,1,14,35.07,,30.703333333333333,30.703333333333333,9.0
2024-04-01,20.87,R105,Producto 0084,Producto general,1,31,79,227,1.0,0,0,4,1,0,0,11,24.65,,29.189999999999998,29.189999999999998,14.0
2024-04-02,42.38,R105,Producto 0084,Producto general,1,31,79,227,1.0,0,0,4,2,1,0,9,20.87,,27.526,27.526,11.0
2024-04-03,35.07,R105,Producto 0084,Producto general,1,31,79,227,1.0,0,0,4,3,2,0,11,42.38,,30.001666666666665,30.001666666666665,9.0
2024-04-04,28.52,R105,Producto 0084,Producto general,1,31,79,227,1.0,1,0,4,4,3,0,12,35.07,28.52,30.725714285714286,30.725714285714286,11.0
2024-04-05,32.04,R105,Producto 0084,Producto general,1,31,79,227,1.0,1,0,4,5,4,0,11,28.52,28.52,30.725714285714282,30.45,12.0
2024-04-06,28.52,R105,Producto 0084,Producto general,1,31,79,227,1.0,1,0,4,6,5,1,11,32.04,35.07,31.22857142857143,30.626666666666665,11.0
2024-04-07,35.07,R105,Producto 0084,Producto general,1,31,79,227,0.976,0,0,4,7,6,1,7,28.52,24.65,30.292857142857144,30.416000000000004,11.0
2024-04-08,20.87,R105,Producto 0084,Producto general,1,31,79,227,1.0,0,0,4,8,0,0,15,35.07,20.87,31.781428571428574,30.83909090909091,7.0
2024-04-09,35.07,R105,Producto 0084,Producto general,1,31,79,227,0.971,0,0,4,9,1,0,10,20.87,42.38,31.78142857142857,30.008333333333336,15.0
2024-04-10,32.04,R105,Producto 0084,Producto general,1,31,79,227,0.972,0,0,4,10,2,0,12,35.07,35.07,30.737142857142853,30.39769230769231,10.0
2024-04-11,32.04,R105,Producto 0084,Producto general,1,31,79,227,1.0,0,0,4,11,3,0,12,32.04,28.52,30.304285714285715,30.514999999999997,12.0
2024-04-12,32.04,R105,Producto 0084,Producto general,1,31,79,227,1.0,0,0,4,12,4,0,11,32.04,32.04,30.807142857142857,30.766428571428573,12.0
2024-04-13,39.55,R105,Producto 0084,Producto general,1,31,79,227,1.0,1,0,4,13,5,1,10,32.04,28.52,30.807142857142857,31.017857142857142,11.0
2024-04-14,41.12,R105,Producto 0084,Producto general,1,31,79,227,1.0,1,0,4,14,6,1,7,39.55,35.07,32.38285714285714,31.33785714285714,10.0
2024-04-15,28.52,R105,Producto 0084,Producto general,1,31,79,227,1.0,0,0,4,15,0,0,11,41.12,20.87,33.24714285714286,32.51428571428571,7.0
2024-04-16,35.07,R105,Producto 0084,Producto general,1,31,79,227,1.0,0,0,4,16,1,0,10,28.52,35.07,34.339999999999996,33.06071428571429,11.0
2024-04-17,32.04,R105,Producto 0084,Producto general,1,31,79,227,0.972,0,0,4,17,2,0,10,35.07,32.04,34.339999999999996,32.53857142857143,10.0
2024-04-18,42.38,R105,Producto 0084,Producto general,1,31,79,227,1.0,0,0,4,18,3,0,12,32.04,32.04,34.339999999999996,32.32214285714286,10.0
2024-04-19,17.6,R105,Producto 0084,Producto general,1,31,79,227,1.0,0,0,4,19,4,0,12,42.38,32.04,35.817142857142855,33.31214285714286,12.0
2024-04-20,17.6,R105,Producto 0084,Producto general,1,31,79,227,1.0,1,0,4,20,5,1,16,17.6,39.55,33.754285714285714,32.28071428571429,12.0
2024-04-21,17.6,R105,Producto 0084,Producto general,1,31,79,227,1.0,1,0,4,21,6,1,14,17.6,41.12,30.618571428571425,31.500714285714285,16.0
2024-04-22,37.58,R105,Producto 0084,Producto general,1,31,79,227,1.0,0,0,4,22,0,0,8,17.6,28.52,27.25857142857143,30.252857142857142,14.0
2024-04-23,20.87,R105,Producto 0084,Producto general,1,31,79,227,0.925,0,0,4,23,1,0,13,37.58,35.07,28.552857142857142,31.446428571428573,8.0
2024-04-24,20.87,R105,Producto 0084,Producto general,1,31,79,227,1.0,0,0,4,24,2,0,12,20.87,32.04,26.524285714285718,30.432142857142857,13.0
2024-04-25,20.87,R105,Producto 0084,Producto general,1,31,79,227,1.0,0,0,4,25,3,0,13,20.87,42.38,24.928571428571427,29.634285714285713,12.0
2024-04-26,28.52,R105,Producto 0084,Producto general,1,31,79,227,1.0,0,0,4,26,4,0,9,20.87,17.6,21.85571428571429,28.83642857142857,13.0
2024-04-27,20.87,R105,Producto 0084,Producto general,1,31,79,227,1.0,1,0,4,27,5,1,12,28.52,17.6,23.41571428571429,28.585,9.0
2024-04-28,24.65,R105,Producto 0084,Producto general,1,31,79,227,1.0,1,0,4,28,6,1,13,20.87,17.6,23.88285714285714,27.250714285714288,12.0
2024-04-29,32.04,R105,Producto 0084,Producto general,1,31,79,227,0.97,0,0,4,29,0,0,9,24.65,37.58,24.889999999999997,26.074285714285715,13.0
2024-04-30,35.07,R105,Producto 0084,Producto general,1,31,79,227,1.0,0,0,4,30,1,0,9,32.04,20.87,24.09857142857143,26.325714285714287,9.0
2024-05-01,24.65,R105,Producto 0084,Producto general,1,31,79,227,1.0,1,0,5,1,2,0,14,35.07,20.87,26.12714285714286,26.325714285714287,9.0
2024-05-02,35.07,R105,Producto 0084,Producto general,1,31,79,227,1.0,1,0,5,2,3,0,12,24.65,20.87,26.66714285714286,25.797857142857143,14.0
2024-05-03,39.55,R105,Producto 0084,Producto general,1,31,79,227,1.0,1,0,5,3,4,0,9,35.07,28.52,28.695714285714285,25.275714285714283,12.0
2024-05-04,32.04,R105,Producto 0084,Producto general,1,31,79,227,1.0,1,0,5,4,5,1,11,39.55,20.87,30.271428571428572,26.84357142857143,9.0
2024-05-05,32.04,R105,Producto 0084,Producto general,1,31,79,227,1.0,1,0,5,5,6,1,9,32.04,24.65,31.867142857142856,27.875,11.0
2024-05-06,17.6,R105,Producto 0084,Producto general,1,31,79,227,1.0,0,0,5,6,0,0,14,32.04,32.04,32.92285714285715,28.90642857142857,9.0
2024-05-07,24.65,R105,Producto 0084,Producto general,1,31,79,227,1.0,0,0,5,7,1,0,14,17.6,35.07,30.860000000000003,27.479285714285712,14.0
2024-05-08,17.6,R105,Producto 0084,Producto general,1,31,79,227,1.0,0,0,5,8,2,0,14,24.65,24.65,29.37142857142857,27.749285714285712,14.0
2024-05-09,32.04,R105,Producto 0084,Producto general,1,31,79,227,0.977,0,0,5,9,3,0,11,17.6,35.07,28.36428571428571,27.51571428571429,14.0
2024-05-10,17.6,R105,Producto 0084,Producto general,1,31,79,227,1.0,0,0,5,10,4,0,11,32.04,39.55,27.93142857142857,28.313571428571432,11.0
2024-05-11,35.07,R105,Producto 0084,Producto general,1,31,79,227,1.0,1,0,5,11,5,1,9,17.6,32.04,24.795714285714286,27.533571428571427,11.0
2024-05-12,41.12,R105,Producto 0084,Producto general,1,31,79,227,1.0,1,0,5,12,6,1,8,35.07,32.04,25.228571428571428,28.54785714285714,9.0
2024-05-13,24.65,R105,Producto 0084,Producto general,1,31,79,227,1.0,0,0,5,13,0,0,13,41.12,17.6,26.525714285714287,29.724285714285713,8.0
2024-05-14,24.65,R105,Producto 0084,Producto general,1,31,79,227,1.0,0,0,5,14,1,0,12,24.65,24.65,27.532857142857143,29.196428571428573,13.0
2024-05-15,28.52,R105,Producto 0084,Producto general,1,31,79,227,0.981,0,0,5,15,2,0,12,24.65,17.6,27.532857142857143,28.452142857142857,12.0
2024-05-16,32.04,R105,Producto 0084,Producto general,1,31,79,227,1.0,0,0,5,16,3,0,10,28.52,32.04,29.092857142857145,28.728571428571428,12.0
2024-05-17,28.52,R105,Producto 0084,Producto general,1,31,79,227,1.0,0,0,5,17,4,0,13,32.04,17.6,29.092857142857145,28.51214285714286,10.0
2024-05-18,28.52,R105,Producto 0084,Producto general,1,31,79,227,1.0,1,0,5,18,5,1,11,28.52,35.07,30.652857142857147,27.724285714285713,13.0
2024-05-19,17.6,R105,Producto 0084,Producto general,1,31,79,227,1.0,1,0,5,19,6,1,13,28.52,41.12,29.717142857142854,27.472857142857144,11.0
2024-05-20,24.65,R105,Producto 0084,Producto general,1,31,79,227,1.0,0,0,5,20,0,0,14,17.6,24.65,26.357142857142858,26.44142857142857,13.0
2024-05-21,28.52,R105,Producto 0084,Producto general,1,31,79,227,1.0,0,0,5,21,1,0,12,24.65,24.65,26.357142857142858,26.945,14.0
2024-05-22,32.04,R105,Producto 0084,Producto general,1,31,79,227,0.985,0,0,5,22,2,0,11,28.52,28.52,26.91,27.22142857142857,12.0
2024-05-23,32.04,R105,Producto 0084,Producto general,1,31,79,227,1.0,0,0,5,23,3,0,13,32.04,32.04,27.412857142857142,28.252857142857142,11.0
2024-05-24,28.52,R105,Producto 0084,Producto general,1,31,79,227,1.0,0,0,5,24,4,0,12,32.04,28.52,27.412857142857142,28.252857142857142,13.0
2024-05-25,32.04,R105,Producto 0084,Producto general,1,31,79,227,1.0,1,0,5,25,5,1,9,28.52,28.52,27.412857142857142,29.032857142857143,12.0
2024-05-26,32.04,R105,Producto 0084,Producto general,1,31,79,227,1.0,1,0,5,26,6,1,12,32.04,17.6,27.915714285714284,28.81642857142857,9.0
2024-05-27,35.07,R105,Producto 0084,Producto general,1,31,79,227,1.0,0,0,5,27,0,0,7,32.04,24.65,29.978571428571428,28.167857142857144,12.0
2024-05-28,17.6,R105,Producto 0084,Producto general,1,31,79,227,1.0,0,0,5,28,1,0,16,35.07,28.52,31.467142857142854,28.912142857142857,7.0
2024-05-29,32.04,R105,Producto 0084,Producto general,1,31,79,227,1.0,0,0,5,29,2,0,11,17.6,32.04,29.907142857142855,28.408571428571427,16.0
2024-05-30,20.87,R105,Producto 0084,Producto general,1,31,79,227,0.961,0,0,5,30,3,0,15,32.04,32.04,29.907142857142855,28.66,11.0
2024-05-31,24.65,R105,Producto 0084,Producto general,1,31,79,227,1.0,0,0,5,31,4,0,13,20.87,28.52,28.31142857142857,27.862142857142857,15.0
2024-06-01,35.07,R105,Producto 0084,Producto general,1,31,79,227,1.0,1,0,6,1,5,1,10,24.65,32.04,27.75857142857143,27.585714285714285,13.0
2024-06-02,35.07,R105,Producto 0084,Producto general,1,31,79,227,1.0,1,0,6,2,6,1,12,35.07,32.04,28.19142857142857,28.053571428571427,10.0
2024-06-03,32.04,R105,Producto 0084,Producto general,1,31,79,227,1.0,0,0,6,3,0,0,9,35.07,35.07,28.624285714285715,29.301428571428573,12.0
2024-06-04,28.52,R105,Producto 0084,Producto general,1,31,79,227,1.0,0,0,6,4,1,0,11,32.04,17.6,28.191428571428577,29.82928571428571,9.0
2024-06-05,20.87,R105,Producto 0084,Producto general,1,31,79,227,1.0,0,0,6,5,2,0,13,28.52,32.04,29.75142857142857,29.829285714285714,11.0
2024-06-06,35.07,R105,Producto 0084,Producto general,1,31,79,227,1.0,0,0,6,6,3,0,11,20.87,20.87,28.155714285714286,29.031428571428574,13.0
2024-06-07,20.87,R105,Producto 0084,Producto general,1,31,79,227,1.0,0,0,6,7,4,0,16,35.07,24.65,30.184285714285714,29.247857142857146,11.0
2024-06-08,35.07,R105,Producto 0084,Producto general,1,31,79,227,1.0,1,0,6,8,5,1,8,20.87,35.07,29.64428571428571,28.701428571428576,16.0
2024-06-09,20.87,R105,Producto 0084,Producto general,1,31,79,227,1.0,1,0,6,9,6,1,15,35.07,35.07,29.64428571428571,28.917857142857144,8.0
2024-06-10,28.52,R105,Producto 0084,Producto general,1,31,79,227,1.0,1,0,6,10,0,0,11,20.87,32.04,27.615714285714287,28.12,15.0
2024-06-11,24.65,R105,Producto 0084,Producto general,1,31,79,227,1.0,0,0,6,11,1,0,13,28.52,28.52,27.11285714285714,27.652142857142856,11.0
2024-06-12,20.87,R105,Producto 0084,Producto general,1,31,79,227,1.0,0,0,6,12,2,0,12,24.65,20.87,26.560000000000002,28.155714285714286,13.0
2024-06-13,24.65,R105,Producto 0084,Producto general,1,31,79,227,1.0,0,0,6,13,3,0,12,20.87,35.07,26.560000000000002,27.357857142857142,12.0
2024-06-14,20.87,R105,Producto 0084,Producto general,1,31,79,227,1.0,0,0,6,14,4,0,12,24.65,20.87,25.071428571428573,27.627857142857145,12.0
2024-06-15,32.04,R105,Producto 0084,Producto general,1,31,79,227,1.0,1,0,6,15,5,1,11,20.87,35.07,25.071428571428573,27.357857142857146,12.0
2024-06-16,28.52,R105,Producto 0084,Producto general,1,31,79,227,0.944,1,0,6,16,6,1,12,32.04,20.87,24.63857142857143,27.141428571428573,11.0
2024-06-17,28.52,R105,Producto 0084,Producto general,1,31,79,227,1.0,0,0,6,17,0,0,11,28.52,28.52,25.731428571428573,26.673571428571428,12.0
2024-06-18,24.65,R105,Producto 0084,Producto general,1,31,79,227,1.0,0,0,6,18,1,0,11,28.52,24.65,25.731428571428573,26.42214285714286,11.0
2024-06-19,28.52,R105,Producto 0084,Producto general,1,31,79,227,1.0,0,0,6,19,2,0,10,24.65,20.87,25.731428571428573,26.145714285714284,11.0
2024-06-20,28.52,R105,Producto 0084,Producto general,1,31,79,227,1.0,0,0,6,20,3,0,9,28.52,24.65,26.82428571428571,26.69214285714286,10.0
2024-06-21,32.04,R105,Producto 0084,Producto general,1,31,79,227,1.0,0,0,6,21,4,0,10,28.52,20.87,27.37714285714286,26.224285714285713,9.0
2024-06-22,35.07,R105,Producto 0084,Producto general,1,31,79,227,1.0,1,0,6,22,5,1,11,32.04,32.04,28.972857142857144,27.022142857142853,10.0
2024-06-23,37.58,R105,Producto 0084,Producto general,1,31,79,227,0.979,1,0,6,23,6,1,10,35.07,28.52,29.405714285714282,27.022142857142857,11.0
2024-06-24,35.07,R105,Producto 0084,Producto general,1,31,79,227,1.0,0,0,6,24,0,0,10,37.58,28.52,30.7,28.215714285714284,10.0
2024-06-25,35.07,R105,Producto 0084,Producto general,1,31,79,227,1.0,0,0,6,25,1,0,11,35.07,24.65,31.635714285714283,28.68357142857143,10.0
2024-03-28,32.04,R106,Producto 0194,Producto general,1,31,79,227,0.98,0,0,3,28,3,0,11,,,,,
2024-03-29,35.07,R106,Producto 0194,Producto general,1,31,79,227,0.959,0,0,3,29,4,0,12,32.04,,32.04,32.04,11.0
2024-03-30,41.12,R106,Producto 0194,Producto general,1,31,79,227,0.971,1,0,3,30,5,1,13,35.07,,33.555,33.555,12.0
2024-03-31,41.12,R106,Producto 0194,Producto general,1,31,79,227,0.974,1,0,3,31,6,1,9,41.12,,36.07666666666666,36.07666666666666,13.0
2024-04-01,32.04,R106,Producto 0194,Producto general,1,31,79,227,1.0,0,0,4,1,0,0,15,41.12,,37.3375,37.3375,9.0
2024-04-02,24.65,R106,Producto 0194,Producto general,1,31,79,227,0.966,0,0,4,2,1,0,11,32.04,,36.278,36.278,15.0
2024-04-03,35.07,R106,Producto 0194,Producto general,1,31,79,227,0.948,0,0,4,3,2,0,12,24.65,,34.339999999999996,34.339999999999996,11.0
2024-04-04,35.07,R106,Producto 0194,Producto general,1,31,79,227,0.983,1,0,4,4,3,0,9,35.07,32.04,34.44428571428571,34.44428571428571,12.0
2024-04-05,32.04,R106,Producto 0194,Producto general,1,31,79,227,1.0,1,0,4,5,4,0,12,35.07,35.07,34.87714285714286,34.5225,9.0
2024-04-06,28.52,R106,Producto 0194,Producto general,1,31,79,227,0.974,1,0,4,6,5,1,9,32.04,41.12,34.44428571428572,34.24666666666666,12.0
2024-04-07,32.04,R106,Producto 0194,Producto general,1,31,79,227,0.959,0,0,4,7,6,1,10,28.52,41.12,32.644285714285715,33.674,9.0
2024-04-08,20.87,R106,Producto 0194,Producto general,1,31,79,227,1.0,0,0,4,8,0,0,12,32.04,32.04,31.34714285714286,33.525454545454544,10.0
2024-04-09,24.65,R106,Producto 0194,Producto general,1,31,79,227,1.0,0,0,4,9,1,0,12,20.87,24.65,29.75142857142857,32.47083333333333,12.0
2024-04-10,24.65,R106,Producto 0194,Producto general,1,31,79,227,0.966,0,0,4,10,2,0,12,24.65,35.07,29.75142857142857,31.86923076923077,12.0
2024-04-11,20.87,R106,Producto 0194,Producto general,1,31,79,227,1.0,0,0,4,11,3,0,13,24.65,35.07,28.262857142857143,31.353571428571428,12.0
2024-04-12,35.07,R106,Producto 0194,Producto general,1,31,79,227,0.897,0,1,4,12,4,0,13,20.87,32.04,26.23428571428571,30.555714285714284,13.0
2024-04-13,37.58,R106,Producto 0194,Producto general,1,31,79,227,0.897,1,1,4,13,5,1,8,35.07,28.52,26.667142857142856,30.555714285714284,13.0
2024-04-14,35.07,R106,Producto 0194,Producto general,1,31,79,227,0.897,1,1,4,14,6,1,9,37.58,32.04,27.961428571428574,30.30285714285714,8.0
2024-04-15,35.07,R106,Producto 0194,Producto general,1,31,79,227,0.897,0,1,4,15,0,0,11,35.07,20.87,28.39428571428571,29.870714285714286,9.0
2024-04-16,41.12,R106,Producto 0194,Producto general,1,31,79,227,0.881,0,1,4,16,1,0,11,35.07,24.65,30.422857142857143,30.087142857142858,11.0
